County,Municipality,"Optical/Digital Scan Tabulator (Vendor/Dealer-Model)_x000D_
*Note:  If this municipality uses multiple types of tabulator equipment, please contact the G.A.B. Help Desk at 608-261-2028 or GABHelpDesk@wi.gov.",Accessible Voting Equipment Vendor/Dealer-Model
TREMPEALEAU - 62,TOWN OF TREMPEALEAU - 62028,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,TOWN OF UNITY - 62030,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,VILLAGE OF ELEVA - 62121,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,VILLAGE OF ETTRICK - 62122,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,VILLAGE OF PIGEON FALLS - 62173,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,VILLAGE OF STRUM - 62181,None ,Dominion (Sequoia)/Command Central-Edge
TREMPEALEAU - 62,VILLAGE OF TREMPEALEAU - 62186,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,CITY OF HILLSBORO - 63236,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,CITY OF VIROQUA - 63286,Optech- Eagle,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,CITY OF WESTBY - 63291,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF BERGEN - 63002,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF CHRISTIANA - 63004,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF CLINTON - 63006,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF COON - 63008,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF FOREST - 63010,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF FRANKLIN - 63012,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF GENOA - 63014,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF GREENWOOD - 63016,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF HAMBURG - 63018,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF HARMONY - 63020,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF HILLSBORO - 63022,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF JEFFERSON - 63024,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF KICKAPOO - 63026,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF LIBERTY - 63028,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF STARK - 63030,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF STERLING - 63032,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF UNION - 63034,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF VIROQUA - 63036,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF WEBSTER - 63038,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF WHEATLAND - 63040,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,TOWN OF WHITESTOWN - 63042,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,VILLAGE OF CHASEBURG - 63111,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,VILLAGE OF COON VALLEY - 63112,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,VILLAGE OF DE SOTO - MAIN - 63116,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,VILLAGE OF GENOA - 63131,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,VILLAGE OF LA FARGE - 63146,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,VILLAGE OF ONTARIO - 63165,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,VILLAGE OF READSTOWN - 63176,None ,Dominion (Sequoia)/Command Central-Edge
VERNON - 63,VILLAGE OF STODDARD - 63181,None ,Dominion (Sequoia)/Command Central-Edge
VILAS - 64,CITY OF EAGLE RIVER - 64221,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS - 64,TOWN OF ARBOR VITAE - 64002,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS - 64,TOWN OF BOULDER JUNCTION - 64004,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS - 64,TOWN OF CLOVERLAND - 64006,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS - 64,TOWN OF CONOVER - 64008,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS - 64,TOWN OF LAC DU FLAMBEAU - 64010,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS - 64,TOWN OF LAND O-LAKES - 64012,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS - 64,TOWN OF LINCOLN - 64014,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS - 64,TOWN OF MANITOWISH WATERS - 64016,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS - 64,TOWN OF PHELPS - 64018,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS - 64,TOWN OF PLUM LAKE - 64020,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS - 64,TOWN OF PRESQUE ISLE - 64022,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS - 64,TOWN OF ST. GERMAIN - 64024,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS - 64,TOWN OF WASHINGTON - 64026,Dominion ImageCast Evolution,Dominion ImageCast Evolution
VILAS - 64,TOWN OF WINCHESTER - 64028,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WALWORTH - 65,CITY OF DELAVAN - 65216,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,CITY OF ELKHORN - 65221,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,CITY OF LAKE GENEVA - 65246,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,CITY OF WHITEWATER - MAIN - 65291,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF BLOOMFIELD - 65002,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF DARIEN - 65004,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF DELAVAN - 65006,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF EAST TROY - 65008,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF GENEVA - 65010,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF LA GRANGE - 65014,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF LAFAYETTE - 65012,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF LINN - 65016,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF LYONS - 65018,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF RICHMOND - 65020,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF SHARON - 65022,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF SPRING PRAIRIE - 65024,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF SUGAR CREEK - 65026,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF TROY - 65028,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF WALWORTH - 65030,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,TOWN OF WHITEWATER - 65032,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,VILLAGE OF BLOOMFIELD - 65115,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,VILLAGE OF DARIEN - 65116,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,VILLAGE OF EAST TROY - 65121,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,VILLAGE OF FONTANA - 65126,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,VILLAGE OF GENOA CITY - MAIN - 65131,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,VILLAGE OF SHARON - 65181,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,VILLAGE OF WALWORTH - 65191,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WALWORTH - 65,VILLAGE OF WILLIAMS BAY - 65192,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WASHBURN - 66,CITY OF SHELL LAKE - 66282,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,CITY OF SPOONER - 66281,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF BARRONETT - 66002,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF BASHAW - 66004,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF BASS LAKE - 66006,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF BEAVER BROOK - 66008,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF BIRCHWOOD - 66010,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF BROOKLYN - 66012,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF CASEY - 66014,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF CHICOG - 66016,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF CRYSTAL - 66018,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF EVERGREEN - 66020,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF FROG CREEK - 66022,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF GULL LAKE - 66024,None ,Populex-Populex 2.3
WASHBURN - 66,TOWN OF LONG LAKE - 66026,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF MADGE - 66028,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF MINONG - 66030,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF SARONA - 66032,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF SPOONER - 66034,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF SPRINGBROOK - 66036,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF STINNETT - 66038,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF STONE LAKE - 66040,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,TOWN OF TREGO - 66042,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,VILLAGE OF BIRCHWOOD - 66106,None ,Dominion (Sequoia)/Command Central-Edge
WASHBURN - 66,VILLAGE OF MINONG - 66151,None ,Dominion (Sequoia)/Command Central-Edge
WASHINGTON - 67,CITY OF HARTFORD - MAIN - 67236,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,CITY OF WEST BEND - 67291,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,TOWN OF ADDISON - 67002,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,TOWN OF BARTON - 67004,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,TOWN OF ERIN - 67006,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,TOWN OF FARMINGTON - 67008,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,TOWN OF GERMANTOWN - 67010,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,TOWN OF HARTFORD - 67012,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,TOWN OF JACKSON - 67014,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,TOWN OF KEWASKUM - 67016,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,TOWN OF POLK - 67018,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,TOWN OF TRENTON - 67022,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,TOWN OF WAYNE - 67024,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,TOWN OF WEST BEND - 67026,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,VILLAGE OF GERMANTOWN - 67131,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,VILLAGE OF JACKSON - 67141,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,VILLAGE OF KEWASKUM - MAIN - 67142,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,VILLAGE OF NEWBURG - MAIN - 67161,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,VILLAGE OF RICHFIELD - 67166,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WASHINGTON - 67,VILLAGE OF SLINGER - 67181,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WAUKESHA - 68,CITY OF BROOKFIELD - 68206,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,CITY OF DELAFIELD - 68216,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,CITY OF MUSKEGO - 68251,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,CITY OF NEW BERLIN - 68261,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,CITY OF OCONOMOWOC - 68265,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,CITY OF PEWAUKEE - 68270,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,CITY OF WAUKESHA - 68291,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,TOWN OF BROOKFIELD - 68002,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,TOWN OF DELAFIELD - 68004,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,TOWN OF EAGLE - 68006,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,TOWN OF GENESEE - 68008,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,TOWN OF LISBON - 68010,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,TOWN OF MERTON - 68014,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,TOWN OF MUKWONAGO - 68016,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,TOWN OF OCONOMOWOC - 68022,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,TOWN OF OTTAWA - 68024,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,TOWN OF VERNON - 68030,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,TOWN OF WAUKESHA - 68032,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF BIG BEND - 68106,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF BUTLER - 68107,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF CHENEQUA - 68111,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF DOUSMAN - 68116,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF EAGLE - 68121,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF ELM GROVE - 68122,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF HARTLAND - 68136,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF LAC LA BELLE - MAIN - 68146,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF LANNON - 68147,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF MENOMONEE FALLS - 68151,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF MERTON - 68152,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF MUKWONAGO - MAIN - 68153,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF NASHOTAH - 68158,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF NORTH PRAIRIE - 68161,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF OCONOMOWOC LAKE - 68166,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF PEWAUKEE - 68171,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF SUMMIT - 68172,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF SUSSEX - 68181,ES&S DS200,ES&S ExpressVote
WAUKESHA - 68,VILLAGE OF WALES - 68191,ES&S DS200,ES&S ExpressVote
WAUPACA - 69,CITY OF CLINTONVILLE - 69211,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,CITY OF MANAWA - 69251,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,CITY OF MARION - MAIN - 69252,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,CITY OF NEW LONDON - MAIN - 69261,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,CITY OF WAUPACA - 69291,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,CITY OF WEYAUWEGA - 69292,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF BEAR CREEK - 69002,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF CALEDONIA - 69004,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF DAYTON - 69006,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF DUPONT - 69008,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF FARMINGTON - 69010,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF FREMONT - 69012,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF HARRISON - 69014,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF HELVETIA - 69016,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF IOLA - 69018,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF LARRABEE - 69020,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF LEBANON - 69022,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF LIND - 69024,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF LITTLE WOLF - 69026,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF MATTESON - 69028,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF MUKWA - 69030,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF ROYALTON - 69032,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF ST LAWRENCE - 69034,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF SCANDINAVIA - 69036,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF UNION - 69038,Optech/Command Central- Eagle,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF WAUPACA - 69040,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF WEYAUWEGA - 69042,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,TOWN OF WYOMING - 69044,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,VILLAGE OF BIG FALLS - 69106,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,VILLAGE OF EMBARRASS - 69121,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,VILLAGE OF FREMONT - 69126,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,VILLAGE OF IOLA - 69141,Dominion (Sequoia)/Command Central- Sequoia Insight,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,VILLAGE OF OGDENSBURG - 69165,None ,Dominion (Sequoia)/Command Central-Edge
WAUPACA - 69,VILLAGE OF SCANDINAVIA - 69181,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,CITY OF WAUTOMA - 70291,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WAUSHARA - 70,TOWN OF AURORA - 70002,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF BLOOMFIELD - 70004,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF COLOMA - 70006,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF DAKOTA - 70008,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF DEERFIELD - 70010,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF HANCOCK - 70012,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF LEON - 70014,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF MARION - 70016,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
WAUSHARA - 70,TOWN OF MOUNT MORRIS - 70018,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF OASIS - 70020,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF PLAINFIELD - 70022,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF POYSIPPI - 70024,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF RICHFORD - 70026,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF ROSE - 70028,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF SAXEVILLE - 70030,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF SPRINGWATER - 70032,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF WARREN - 70034,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,TOWN OF WAUTOMA - 70036,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,VILLAGE OF COLOMA - 70111,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,VILLAGE OF HANCOCK - 70136,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,VILLAGE OF LOHRVILLE - 70146,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,VILLAGE OF PLAINFIELD - 70171,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,VILLAGE OF REDGRANITE - 70176,None ,Dominion (Sequoia)/Command Central-Edge
WAUSHARA - 70,VILLAGE OF WILD ROSE - 70191,None ,Dominion (Sequoia)/Command Central-Edge
WINNEBAGO - 71,CITY OF MENASHA - MAIN - 71251,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,CITY OF NEENAH - 71261,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,CITY OF OMRO - 71265,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,CITY OF OSHKOSH - 71266,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF ALGOMA - 71002,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF BLACK WOLF - 71004,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF CLAYTON - 71006,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF MENASHA - 71008,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF NEENAH - 71010,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF NEKIMI - 71012,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF NEPEUSKUN - 71014,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF OMRO - 71016,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF OSHKOSH - 71018,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF POYGAN - 71020,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF RUSHFORD - 71022,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF UTICA - 71024,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF VINLAND - 71026,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF WINCHESTER - 71028,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF WINNECONNE - 71030,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,TOWN OF WOLF RIVER - 71032,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WINNEBAGO - 71,VILLAGE OF WINNECONNE - 71191,Dominion ImageCast Evolution,Dominion ImageCast Evolution
WOOD - 72,CITY OF MARSHFIELD - MAIN - 72251,ES&S DS200,ES&S Automark
WOOD - 72,CITY OF NEKOOSA - 72261,ES&S DS200,ES&S Automark
WOOD - 72,CITY OF PITTSVILLE - 72271,ES&S DS200,ES&S Automark
WOOD - 72,CITY OF WISCONSIN RAPIDS - 72291,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF ARPIN - 72002,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF AUBURNDALE - 72004,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF CAMERON - 72006,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF CARY - 72008,ES&S DS200,ES&S Automark
WOOD - 72,TOWN OF CRANMOOR - 72010,None ,ES&S Automark
WOOD - 72,TOWN OF DEXTER - 72012,None ,ES&S Automark
